student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,profile_json
583,,22,male,,159.565.8998x1094,Thompsonhaven,someonegmail.com,1670827351,data_sciense,117,active,0,good,283,2018-07-29,UZ 100081 Tashkent Crawfordport,"{hobbies:['reason', 'far']}"
584,Sheila Bell, 20 ,female,,762-565-4761x0093,Robertville,monicabarber@@hotmail.com,1971-01-28,data science,,active,"3,7",,$127,24/07/2016 08:38 AM,"683 Timothy Harbor, Mooreland","{'hobbies': ['we', 'husband'], 'skills': {'tech': {'python': 1, 'excel': 3, 'sql': 2}, 'soft': ['instead', 'this']}, 'family': {'siblings': 3, 'income': {'father': 875, 'mother': 1382}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}"
585,,19,fmale,ninety,,East Joshua,,1626049559,data science,82,active,15.5,,USD 187,06/09/1984 02:32 PM,"9561 Corey Coves Suite 845, Lucasview",INVALID_JSON_DATA
586,Kevin Thomas,18 years,fmale,,222-993-3148x23095,Glasstown,,2013-06-13,d.s.,110%,inactive,0,excellent,$91,1645534287,"Rochachester 7-kv, dom 22, Tashkent",INVALID_JSON_DATA
587,Dr. Brandon Berry,twenty,fmale,,153.238.9492,New Carmenmouth,,1995-01-17,ds,110%,pending,,average,219,13/06/1991 11:17 AM,"Apartment 2, Port Yvonnefort district, Tashkent, UZ, 100944",INVALID_JSON_DATA
588,Crystal Olsen ,22,femlae,99,,Joshuahaven,someonegmail.com,2017-02-11,Pyhton,79,active,2.9,,USD 71,1651188585,"North Christineberg 8-kv, dom 22, Tashkent","{'hobbies': ['popular', 'statement'], 'skills': {'tech': {'python': 2, 'excel': 5, 'sql': 3}, 'soft': ['become', 'join']}, 'family': {'siblings': 1, 'income': {'father': 903, 'mother': 822}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]}"
589,Joseph Wilson,22,MALE,,,Monroeview,michaeljones@moon-foster.com,1972/03/09,PYTHNO,110%,active,15.5,  excellent  ,USD 265,1639868233,"9406 Black Common, Boltonmouth","{""hobbies"": [""song"", ""range""], ""skills"": {""tech"": {""python"": 2, ""excel"": 2, ""sql"": 4}, ""soft"": [""father"", ""himself""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 584, ""mother"": 230}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2018}]}"
590,,twenty,male,,+1-654-435-0045x597,South Michaelhaven,ewalters@@russell.info,1973-03-17T09:24:01,data science,88,pending,four point five,excellent,$194,1991-02-20,"6542 Kristin Bridge Apt. 211, West Jessicaland","{'hobbies': ['security', 'such'], 'skills': {'tech': {'python': 5, 'excel': 3, 'sql': 4}, 'soft': ['instead', 'establish']}, 'family': {'siblings': 4, 'income': {'father': 1215, 'mother': 1022}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2022}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}"
591,Dean Moore,18,fmale,63,960.706.7569x4892,Perryland,   hsmith@nelson-bryant.com  ,1976/06/11,data_sciense,110%,pending,-2,excellent,$289,1986.10.31,"Apartment 18, South Garyport district, Tashkent, UZ, 100844","{""hobbies"": [""positive"", ""could""], ""skills"": {""tech"": {""python"": 1, ""excel"": 3, ""sql"": 4}, ""soft"": [""full"", ""job""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 613, ""mother"": 1177}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2022}]}"
592,,18 years,,ninety,652.322.1481,Colestad,sonyajackson@gmail.com,2003-07-19T06:09:17,Pyhton,,active,,average,USD 204,2017.11.16,"Richardview 27-kv, dom 45, Tashkent","{""hobbies"": [""owner"", ""response""], ""skills"": {""tech"": {""python"": 4, ""excel"": 3, ""sql"": 3}, ""soft"": [""food"", ""environmental""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 304, ""mother"": 610}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2018}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2019}]}"
593,Edward Holmes ,18 years,Female,62,089-771-9768x982,Matthewport,jbean@@hughes-arnold.com,1984/01/11,PYTHNO,110%,pending,15.5,average,"209,00",03/11/2007 08:56 AM,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['red', 'major'], 'skills': {'tech': {'python': 2, 'excel': 1, 'sql': 5}, 'soft': ['bring', 'certainly']}, 'family': {'siblings': 3, 'income': {'father': 217, 'mother': 1427}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2020}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}"
594,Sheila Contreras,21,FEMALE,97,,Ellisonstad,someonegmail.com,02/04/1998 10:45 AM,d.s.,,active,,excellent,91,10/07/1990 08:23 PM,"41891 Jacob Parkway, Evansbury","{'hobbies': ['believe', 'article'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 4}, 'soft': ['off', 'here']}, 'family': {'siblings': 5, 'income': {'father': 1142, 'mother': 893}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]}"
595,Vincent Pena ,22,femlae,57,(979)887-3158,West Craigview,someonegmail.com,2001-10-29T23:54:51,data-sciens,110%,pending,four point five,average,251,1991.03.24,"117 Lyons Knolls, New Tylerchester","{""hobbies"": [""house"", ""true""], ""skills"": {""tech"": {""python"": 3, ""excel"": 5, ""sql"": 3}, ""soft"": [""throughout"", ""recently""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 1314, ""mother"": 320}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2019}]}"
596,Bobby House,twenty,male,ninety,,Shannonburgh,,1651477484,ds,103,pending,4.0,average,235.0,2023-02-25T03:31:55,"Apartment 29, Hamiltonville district, Tashkent, UZ, 100697","{""hobbies"": [""point"", ""itself""], ""skills"": {""tech"": {""python"": 1, ""excel"": 4, ""sql"": 2}, ""soft"": [""great"", ""short""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 957, ""mother"": 517}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2024}]}"
597,,22,femlae,,001-988-746-9395x56685,Port Frederick,someonegmail.com,1685099551,python,,inactive,1.56,,270,1974/01/06,UZ 100979 Tashkent Harttown,"{hobbies:['almost', 'rest']}"
598,Jonathan King,20,,,017.824.2718x829,North Andrea,?ali@@gmail..com,2017.12.13,DATA SCIENCE,,active,0,average,264.0,1636989865,"912 Anderson Island, Lake David","{""hobbies"": [""society"", ""hot""], ""skills"": {""tech"": {""python"": 1, ""excel"": 4, ""sql"": 2}, ""soft"": [""election"", ""job""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 479, ""mother"": 958}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2022}]}"
599,Eric Medina,,,,844.126.8355x02139,New Zachary,,2016/10/02,data_sciense,70,active,four point five,good,92.0,2017/08/17,UZ 100418 Tashkent West Jasonberg,"{'hobbies': ['real', 'save'], 'skills': {'tech': {'python': 4, 'excel': 1, 'sql': 4}, 'soft': ['ten', 'skill']}, 'family': {'siblings': 5, 'income': {'father': 334, 'mother': 483}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2018}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]}"
600,Zachary Johnson ,18,Male,,508-180-1870,New Markshire,qrice@hotmail.com,1613659971,Pyhton,,active,"3,7",average,USD 147,1606881522,UZ 100915 Tashkent Jamesport,"{hobbies:['happen', 'night']}"
601,Ashley Andrade ,21,MALE,,,Dunnville,someonegmail.com,2015-10-20,python,110%,active,four point five,  excellent  ,$202,1600756948,"South Kelsey 19-kv, dom 5, Tashkent","{'hobbies': ['military', 'blood'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 3}, 'soft': ['coach', 'response']}, 'family': {'siblings': 3, 'income': {'father': 711, 'mother': 1071}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2020}, {'type': 'phone', 'brand': 'Samsung', 'year': 2020}]}"
602,Martha Ruiz,19,,58,,West Gregory,kfrancis@gmail.com,02/06/1980 07:22 PM,Pyhton,115,pending,"3,7",average,244,1659125638,UZ 100884 Tashkent Powellmouth,"{""hobbies"": [""chair"", ""lay""], ""skills"": {""tech"": {""python"": 5, ""excel"": 3, ""sql"": 1}, ""soft"": [""respond"", ""building""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 349, ""mother"": 844}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2019}]}"
603,Pamela Carr ,18,,95,166-976-6040,Christopherside,lwilliams@gmail.com,1979.12.03,python,116,active,four point five,good,USD 169,1639224122,"198 Gary Mills Apt. 152, East Joshuatown",INVALID_JSON_DATA
604,Mrs. Angela Tyler,21,female,63,167-279-0511x60378,Morrisontown,someonegmail.com,1996-01-11T23:11:17,data-sciens,108,active,four point five,,"251,00",1977-07-29T08:19:13,"8126 Herrera Point Apt. 428, Tuckerside","{""hobbies"": [""else"", ""take""], ""skills"": {""tech"": {""python"": 1, ""excel"": 2, ""sql"": 3}, ""soft"": [""interesting"", ""pay""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 593, ""mother"": 353}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2022}]}"
605,Grant Rowland,19,MALE,54,001-606-956-4585x67180,East Deniseburgh,,1984-04-19T19:46:23,data_sciense,110%,pending,2.81,,107 USD,1994-09-04,"Wrightfort 30-kv, dom 45, Tashkent","{'hobbies': ['wide', 'wonder'], 'skills': {'tech': {'python': 5, 'excel': 5, 'sql': 2}, 'soft': ['nor', 'many']}, 'family': {'siblings': 1, 'income': {'father': 1417, 'mother': 526}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2021}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]}"
606,,19,Male,,072-868-5308,West Adrianchester,   foxmary@martin-palmer.info  ,09/08/1986 02:58 AM,DATA SCIENCE,110,pending,,  excellent  ,USD 148,1990/04/22,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""difficult"", ""want""], ""skills"": {""tech"": {""python"": 2, ""excel"": 5, ""sql"": 2}, ""soft"": [""case"", ""fire""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 560, ""mother"": 845}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2024}]}"
607,Jason Cherry ,18,,,001-477-082-8683,New Angiefort,,16/09/2009 10:18 AM,d.s.,65,inactive,"3,7",good,94 USD,2024-03-09T07:30:51,"Port Tinafurt 28-kv, dom 37, Tashkent","{'hobbies': ['able', 'trip'], 'skills': {'tech': {'python': 4, 'excel': 1, 'sql': 4}, 'soft': ['although', 'less']}, 'family': {'siblings': 2, 'income': {'father': 612, 'mother': 729}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}"
608,,21,female,,001-657-104-7711x60040,Michaelhaven,,1675200016,ds,83,pending,,,$194,2022.12.02,"10158 Tiffany Heights Apt. 563, Port Guyfurt","{'hobbies': ['whose', 'message'], 'skills': {'tech': {'python': 3, 'excel': 4, 'sql': 5}, 'soft': ['skin', 'article']}, 'family': {'siblings': 2, 'income': {'father': 1333, 'mother': 623}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2016}, {'type': 'phone', 'brand': 'Apple', 'year': 2020}]}"
609,Nicholas Thompson ,twenty,Female,,(417)363-7350x5086,South Michaelberg,someonegmail.com,2010-04-09,DATA SCIENCE,,active,"3,7",good,233 USD,1986-09-08T11:26:06,"69161 Newman Summit Suite 430, West Michaelchester","{hobbies:['debate', 'those']}"
610,,22,fmale,,,Port Michaeltown,someonegmail.com,1989-07-28,DATA SCIENCE,79,pending,4.33,good,79,1980.01.12,UZ 100562 Tashkent Evansmouth,INVALID_JSON_DATA
611,Nicole Peterson,21,fmale,99,,Mooreborough,music,16/01/1992 05:45 PM,data science,110%,inactive,15.5,,258.0,1677796492,"505 Ariana Run, Carrolltown","{'hobbies': ['down', 'technology'], 'skills': {'tech': {'python': 5, 'excel': 3, 'sql': 3}, 'soft': ['central', 'ahead']}, 'family': {'siblings': 5, 'income': {'father': 305, 'mother': 1017}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2020}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]}"
612,Natalie Brown , 20 ,Male,ninety,398.191.3827x703,West Hunter,?ali@@gmail..com,1971-08-13T08:06:28,data science,72,active,0,excellent,131.0,2016-04-05,"Port Gary 3-kv, dom 11, Tashkent","{hobbies:['attorney', 'stay']}"
613,Robert Hubbard,18 years,FEMALE,83,,Deannachester,,03/05/1970 04:15 PM,data science,106,active,,average,"236,00",1667615569,"Port Charlene 26-kv, dom 20, Tashkent","{'hobbies': ['environmental', 'create'], 'skills': {'tech': {'python': 1, 'excel': 5, 'sql': 4}, 'soft': ['American', 'range']}, 'family': {'siblings': 5, 'income': {'father': 743, 'mother': 1191}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2019}, {'type': 'phone', 'brand': 'Apple', 'year': 2020}]}"
614,,22,female,62,,South Christian,elizabethgolden@@yahoo.com,1663734713,DATA SCIENCE,,inactive,"3,7",  excellent  ,297,1641686702,"Billyland 10-kv, dom 4, Tashkent","{'hobbies': ['good', 'garden'], 'skills': {'tech': {'python': 5, 'excel': 4, 'sql': 5}, 'soft': ['check', 'rise']}, 'family': {'siblings': 4, 'income': {'father': 694, 'mother': 1296}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2018}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]}"
615,Michelle Chambers, 20 ,femlae,50,,Port Kevinfort,awong@@novak.com,26/08/2014 10:13 PM,data_sciense,108,pending,-2,good,62.0,1973/09/24,UZ 100049 Tashkent Cherylport,"{hobbies:['college', 'public']}"
616,,18 years,Female,ninety,(128)955-5777,Kimberlyborough,,1631690458,data science,,active,-2,good,125,2024-02-05,"08930 Benjamin Lane, North Jade","{'hobbies': ['above', 'summer'], 'skills': {'tech': {'python': 3, 'excel': 2, 'sql': 3}, 'soft': ['bag', 'team']}, 'family': {'siblings': 1, 'income': {'father': 1340, 'mother': 708}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2018}, {'type': 'phone', 'brand': 'Samsung', 'year': 2021}]}"
617,Erica Ayala, 20 ,Male,63,380.629.6377,Barkerfurt,,18/04/2019 02:11 AM,ds,111,pending,15.5,,$195,08/01/2008 02:33 PM,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['investment', 'affect'], 'skills': {'tech': {'python': 5, 'excel': 3, 'sql': 3}, 'soft': ['environment', 'marriage']}, 'family': {'siblings': 5, 'income': {'father': 725, 'mother': 1271}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]}"
618,,18,,ninety,+1-280-708-9777,West Robinport,?ali@@gmail..com,2017/05/17,DATA SCIENCE,97,active,15.5,average,$293,1991-04-28,UZ 100277 Tashkent Lake Eric,"{hobbies:['or', 'act']}"
619,,22,,86,,East Debrabury,tgentry@@khan.org,2018.11.28,PYTHNO,89,active,15.5,excellent,$54,16/04/2023 01:30 PM,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['almost', 'situation'], 'skills': {'tech': {'python': 3, 'excel': 3, 'sql': 4}, 'soft': ['executive', 'just']}, 'family': {'siblings': 4, 'income': {'father': 301, 'mother': 1272}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2016}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}"
620,Leslie Owens,20,Female,,,West Crystal,,19/11/1991 05:07 PM,Data Science,74,pending,0,good,224.0,2003/11/19,UZ 100564 Tashkent Stephaniemouth,"{'hobbies': ['father', 'anything'], 'skills': {'tech': {'python': 1, 'excel': 1, 'sql': 3}, 'soft': ['fight', 'become']}, 'family': {'siblings': 0, 'income': {'father': 802, 'mother': 936}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2021}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}"
621,,,MALE,ninety,3456549722,Debraburgh,lisa87@@yahoo.com,1995-05-13,d.s.,107,inactive,0,excellent,"263,00",1696697586,"South Carlaville 30-kv, dom 42, Tashkent",INVALID_JSON_DATA
622,,twenty,FEMALE,,(611)929-7938,Port Melinda,jonesmaria@@hamilton.com,1990/10/06,data science,,active,"3,7",excellent,130 USD,1993/04/16,"064 Flowers Via Suite 056, New Michael","{hobbies:['what', 'soldier']}"
623,,18,fmale,,5983503851,North Adamton,,1982.09.10,PYTHNO,,active,15.5,,130.0,1665550741,"54503 Weber Islands, West Jennifer","{""hobbies"": [""anyone"", ""whom""], ""skills"": {""tech"": {""python"": 4, ""excel"": 5, ""sql"": 3}, ""soft"": [""far"", ""phone""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 1121, ""mother"": 1265}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2015}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2018}]}"
624,,20,female,67,729.131.7348,West Anthony,djefferson@martinez.biz,1654705607,ds,,inactive,0,,$200,1691941147,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA
625,Mark Stewart ,21,,66,,Rileyview,someonegmail.com,02/05/2018 10:20 AM,PYTHNO,110%,inactive,-2,  excellent  ,204,1664097345,"Apartment 50, Saraberg district, Tashkent, UZ, 100802","{'hobbies': ['under', 'participant'], 'skills': {'tech': {'python': 3, 'excel': 1, 'sql': 1}, 'soft': ['share', 'hear']}, 'family': {'siblings': 1, 'income': {'father': 262, 'mother': 1221}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Samsung', 'year': 2020}]}"
626,Linda Jacobson ,22,,,+1-699-272-9087x919,North Matthew,,1977.03.11,PYTHNO,,inactive,"3,7",  excellent  ,226.0,2020-02-02T04:13:11,"Apartment 36, Campbellshire district, Tashkent, UZ, 100191","{'hobbies': ['eight', 'mission'], 'skills': {'tech': {'python': 5, 'excel': 5, 'sql': 2}, 'soft': ['together', 'do']}, 'family': {'siblings': 3, 'income': {'father': 1088, 'mother': 759}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2018}, {'type': 'phone', 'brand': 'Samsung', 'year': 2023}]}"
627,Anthony Hill,19,MALE,,,Richardsonton,thank,1979-01-27T05:19:50,Pyhton,,inactive,15.5,excellent,"126,00",1996-12-18,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['ground', 'rule'], 'skills': {'tech': {'python': 4, 'excel': 1, 'sql': 1}, 'soft': ['meet', 'describe']}, 'family': {'siblings': 1, 'income': {'father': 866, 'mother': 219}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2023}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]}"
628,Ruben Howard,,femlae,,824.522.4891x46070,Lake Bruce,?ali@@gmail..com,2005.08.30,ds,110%,active,0,good,116.0,1976-12-25,"842 Robinson Neck Suite 458, Lewisville","{hobbies:['whatever', 'century']}"
629,Eddie Miranda ,21,male,ninety,+1-941-487-1587x2126,Port Kimberly,road,1976.02.12,d.s.,,active,3.87,excellent,USD 181,2001/06/01,"580 Sean Walk, South Saraview","{""hobbies"": [""term"", ""face""], ""skills"": {""tech"": {""python"": 3, ""excel"": 1, ""sql"": 4}, ""soft"": [""night"", ""red""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 762, ""mother"": 618}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2018}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2018}]}"
630,,22,femlae,65,+1-865-578-5473x69013,Dustinmouth,someonegmail.com,1665529499,data science,110%,active,four point five,,262 USD,1996-03-12T09:14:30,"Apartment 15, West Joseph district, Tashkent, UZ, 100817","{hobbies:['man', 'number']}"
631,,19,femlae,ninety,001-686-629-3371,Patriciaport,   kristencohen@brown.com  ,2008-10-17T01:49:29,data_sciense,,pending,0,,214 USD,1682136102,"New Raymondchester 21-kv, dom 12, Tashkent","{'hobbies': ['range', 'evidence'], 'skills': {'tech': {'python': 3, 'excel': 1, 'sql': 4}, 'soft': ['study', 'listen']}, 'family': {'siblings': 4, 'income': {'father': 480, 'mother': 454}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2018}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]}"
632,Michelle Price ,20,Male,93,(813)446-7811x3920,Lake Mistyside,?ali@@gmail..com,1606944405,Data Science,80,pending,1.39,excellent,187 USD,2018.08.05,UZ 100591 Tashkent Bradleymouth,"{'hobbies': ['radio', 'arm'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 2}, 'soft': ['offer', 'hair']}, 'family': {'siblings': 0, 'income': {'father': 1476, 'mother': 1385}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2015}, {'type': 'phone', 'brand': 'Samsung', 'year': 2023}]}"
633,,18,femlae,72,929-228-7610x274,Jackieville,mthompson@@gmail.com,14/08/1981 08:59 PM,Data Science,83,active,15.5,excellent,$164,1981/09/17,"Apartment 36, Hoffmanbury district, Tashkent, UZ, 100441","{""hobbies"": [""shoulder"", ""option""], ""skills"": {""tech"": {""python"": 4, ""excel"": 4, ""sql"": 5}, ""soft"": [""machine"", ""use""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 1141, ""mother"": 431}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2021}]}"
634,Jeffrey Greene ,,,ninety,8295068162,Lake Brianport,someonegmail.com,16/08/2004 05:18 PM,data_sciense,,active,4.05,  excellent  ,$187,23/12/1984 05:20 PM,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA
635,,21,fmale,100,+1-000-358-0435x6016,Lake Joshua,jacobsrandy@collins-harrison.biz,1993-07-04T16:36:32,data_sciense,,pending,four point five,good,USD 294,1696963578,UZ 100086 Tashkent Teresafort,INVALID_JSON_DATA
636,,19,FEMALE,72,,Allenfort,,1984-12-25,Data Science,88,active,,  excellent  ,USD 252,1981-12-19,UZ 100295 Tashkent Lake Cassandraburgh,"{""hobbies"": [""yeah"", ""poor""], ""skills"": {""tech"": {""python"": 1, ""excel"": 5, ""sql"": 1}, ""soft"": [""everybody"", ""easy""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 1144, ""mother"": 1098}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2024}]}"
637,Melissa Floyd ,18,Female,ninety,001-428-590-7104,Jamestown,,2012/03/24,python,110%,active,0,,112.0,1991/09/11,UZ 100152 Tashkent Michaelshire,"{hobbies:['poor', 'common']}"
638,, 20 ,Female,,001-378-916-4534,Coopermouth,someonegmail.com,1991-11-18T09:44:08,Data Science,,pending,,excellent,230 USD,1984-06-21,"BROKEN,ADDRESS,DATA,,,","{hobbies:['computer', 'during']}"
639,,22,MALE,56,+1-660-071-7305x72197,Monroeview,someonegmail.com,1998.06.17,data-sciens,110%,inactive,3.38,  excellent  ,USD 235,2004-02-27,UZ 100501 Tashkent South Robert,"{""hobbies"": [""defense"", ""firm""], ""skills"": {""tech"": {""python"": 4, ""excel"": 3, ""sql"": 1}, ""soft"": [""capital"", ""contain""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 1005, ""mother"": 453}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2020}]}"
640,,21,,ninety,,New Amandastad,yard,1639955484,PYTHNO,,inactive,15.5,average,121.0,1991.05.03,"BROKEN,ADDRESS,DATA,,,","{hobbies:['big', 'home']}"
641,,twenty,fmale,89,(558)863-8436,Lucasstad,?ali@@gmail..com,2011.08.29,Pyhton,,inactive,,,165 USD,2004-07-07,"39572 Sparks Ville, Smithfort","{hobbies:['nice', 'indeed']}"
642,Kristen Wu , 20 ,Male,ninety,001-597-648-2146x96871,Port Timothy,someonegmail.com,2022-01-05,data-sciens,110%,inactive,15.5,  excellent  ,279.0,1988/07/02,"Apartment 23, Jayport district, Tashkent, UZ, 100728","{hobbies:['mean', 'sign']}"
643,,twenty,femlae,ninety,,West Ryan,someonegmail.com,2010-07-21,DATA SCIENCE,97,pending,four point five,good,223 USD,1986/05/28,"011 Clark Stravenue Apt. 882, Port Ericborough","{""hobbies"": [""prove"", ""rest""], ""skills"": {""tech"": {""python"": 5, ""excel"": 3, ""sql"": 2}, ""soft"": [""carry"", ""cover""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 580, ""mother"": 929}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2021}]}"
644,,,fmale,52,134-282-1013,East Angelabury,someonegmail.com,1977/10/13,Pyhton,84,inactive,"3,7",,212 USD,2025-01-03T02:54:30,"Apartment 5, Irwinport district, Tashkent, UZ, 100581","{'hobbies': ['plan', 'hotel'], 'skills': {'tech': {'python': 4, 'excel': 1, 'sql': 2}, 'soft': ['whose', 'glass']}, 'family': {'siblings': 1, 'income': {'father': 1063, 'mother': 604}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2023}, {'type': 'phone', 'brand': 'Samsung', 'year': 2020}]}"
645,Michael Richardson, 20 ,male,ninety,,Carsonbury,?ali@@gmail..com,1627385549,python,95,pending,four point five,,247 USD,2016/09/01,"Apartment 41, North Benjamin district, Tashkent, UZ, 100898","{'hobbies': ['call', 'low'], 'skills': {'tech': {'python': 5, 'excel': 2, 'sql': 3}, 'soft': ['scientist', 'subject']}, 'family': {'siblings': 2, 'income': {'father': 944, 'mother': 291}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2023}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}"
646,Karen Miller,18 years,female,78,+1-807-124-2803,New Anthonyberg,,1991-06-04T21:05:42,python,89,inactive,"3,7",,66 USD,1992-12-12,"Apartment 12, East Christopher district, Tashkent, UZ, 100491",INVALID_JSON_DATA
647,Meagan Benton ,19,fmale,61,,West Edward,nathanortiz@stein.com,20/11/1985 05:11 AM,DATA SCIENCE,115,active,,  excellent  ,$299,2001.10.07,UZ 100647 Tashkent Fordton,INVALID_JSON_DATA
