student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,profile_json,hobbies,devices,skills.tech.python,skills.tech.excel,skills.tech.sql,skills.soft,family.siblings,family.income.father,family.income.mother,addr_city,addr_district,addr_postal
584,Sheila Bell,20.0,Female,,+998547610093,Robertville,,1971-01-28 00:00:00,Data Science,,active,3.7,,127.0,2016-07-24 08:38:00,"683 Timothy Harbor, Mooreland","{'hobbies': ['we', 'husband'], 'skills': {'tech': {'python': 1, 'excel': 3, 'sql': 2}, 'soft': ['instead', 'this']}, 'family': {'siblings': 3, 'income': {'father': 875, 'mother': 1382}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}","['we', 'husband']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]",1.0,3.0,2.0,"['instead', 'this']",3.0,875.0,1382.0,Other,,
585,,19.0,Female,90.0,,East Joshua,,,Data Science,82.0,active,15.5,,187.0,1984-06-09 14:32:00,"9561 Corey Coves Suite 845, Lucasview",INVALID_JSON_DATA,,,,,,,,,,Other,,
586,Kevin Thomas,18.0,Female,,+998314823095,Glasstown,,2013-06-13 00:00:00,Other,110.0,inactive,0.0,excellent,91.0,,"Rochachester 7-kv, dom 22, Tashkent",INVALID_JSON_DATA,,,,,,,,,,Tashkent,,
587,Dr. Brandon Berry,20.0,Female,,+998532389492,New Carmenmouth,,1995-01-17 00:00:00,Data Science,110.0,pending,,average,219.0,1991-06-13 11:17:00,"Apartment 2, Port Yvonnefort district, Tashkent, UZ, 100944",INVALID_JSON_DATA,,,,,,,,,,Tashkent,Port Yvonnefort,100944
588,Crystal Olsen,22.0,Female,99.0,,Joshuahaven,,2017-02-11 00:00:00,Other,79.0,active,2.9,,71.0,,"North Christineberg 8-kv, dom 22, Tashkent","{'hobbies': ['popular', 'statement'], 'skills': {'tech': {'python': 2, 'excel': 5, 'sql': 3}, 'soft': ['become', 'join']}, 'family': {'siblings': 1, 'income': {'father': 903, 'mother': 822}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]}","['popular', 'statement']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]",2.0,5.0,3.0,"['become', 'join']",1.0,903.0,822.0,Tashkent,,
589,Joseph Wilson,22.0,Male,,,Monroeview,michaeljones@moon-foster.com,1972-03-09 00:00:00,Other,110.0,active,15.5,excellent,265.0,,"9406 Black Common, Boltonmouth","{""hobbies"": [""song"", ""range""], ""skills"": {""tech"": {""python"": 2, ""excel"": 2, ""sql"": 4}, ""soft"": [""father"", ""himself""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 584, ""mother"": 230}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2018}]}","['song', 'range']","[{'type': 'laptop', 'brand': 'HP', 'year': 2022}, {'type': 'phone', 'brand': 'Apple', 'year': 2018}]",2.0,2.0,4.0,"['father', 'himself']",5.0,584.0,230.0,Other,,
590,,20.0,Male,,+998350045597,South Michaelhaven,,1973-03-17 09:24:01,Data Science,88.0,pending,4.5,excellent,194.0,1991-02-20 00:00:00,"6542 Kristin Bridge Apt. 211, West Jessicaland","{'hobbies': ['security', 'such'], 'skills': {'tech': {'python': 5, 'excel': 3, 'sql': 4}, 'soft': ['instead', 'establish']}, 'family': {'siblings': 4, 'income': {'father': 1215, 'mother': 1022}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2022}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}","['security', 'such']","[{'type': 'laptop', 'brand': 'HP', 'year': 2022}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]",5.0,3.0,4.0,"['instead', 'establish']",4.0,1215.0,1022.0,Other,,
591,Dean Moore,18.0,Female,63.0,+998675694892,Perryland,hsmith@nelson-bryant.com,1976-06-11 00:00:00,Data Science,110.0,pending,-2.0,excellent,289.0,1986-10-31 00:00:00,"Apartment 18, South Garyport district, Tashkent, UZ, 100844","{""hobbies"": [""positive"", ""could""], ""skills"": {""tech"": {""python"": 1, ""excel"": 3, ""sql"": 4}, ""soft"": [""full"", ""job""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 613, ""mother"": 1177}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2022}]}","['positive', 'could']","[{'type': 'laptop', 'brand': 'HP', 'year': 2022}, {'type': 'phone', 'brand': 'Apple', 'year': 2022}]",1.0,3.0,4.0,"['full', 'job']",3.0,613.0,1177.0,Tashkent,South Garyport,100844
592,,18.0,Unknown,90.0,+998523221481,Colestad,sonyajackson@gmail.com,2003-07-19 06:09:17,Other,,active,,average,204.0,2017-11-16 00:00:00,"Richardview 27-kv, dom 45, Tashkent","{""hobbies"": [""owner"", ""response""], ""skills"": {""tech"": {""python"": 4, ""excel"": 3, ""sql"": 3}, ""soft"": [""food"", ""environmental""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 304, ""mother"": 610}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2018}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2019}]}","['owner', 'response']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2018}, {'type': 'phone', 'brand': 'Samsung', 'year': 2019}]",4.0,3.0,3.0,"['food', 'environmental']",4.0,304.0,610.0,Tashkent,,
593,Edward Holmes,18.0,Female,62.0,+998719768982,Matthewport,,1984-01-11 00:00:00,Other,110.0,pending,15.5,average,209.0,2007-03-11 08:56:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['red', 'major'], 'skills': {'tech': {'python': 2, 'excel': 1, 'sql': 5}, 'soft': ['bring', 'certainly']}, 'family': {'siblings': 3, 'income': {'father': 217, 'mother': 1427}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2020}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}","['red', 'major']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2020}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]",2.0,1.0,5.0,"['bring', 'certainly']",3.0,217.0,1427.0,,,
594,Sheila Contreras,21.0,Female,97.0,,Ellisonstad,,1998-02-04 10:45:00,Other,,active,,excellent,91.0,1990-10-07 20:23:00,"41891 Jacob Parkway, Evansbury","{'hobbies': ['believe', 'article'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 4}, 'soft': ['off', 'here']}, 'family': {'siblings': 5, 'income': {'father': 1142, 'mother': 893}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]}","['believe', 'article']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]",1.0,2.0,4.0,"['off', 'here']",5.0,1142.0,893.0,Other,,
595,Vincent Pena,22.0,Female,57.0,+998798873158,West Craigview,,2001-10-29 23:54:51,Data Science,110.0,pending,4.5,average,251.0,1991-03-24 00:00:00,"117 Lyons Knolls, New Tylerchester","{""hobbies"": [""house"", ""true""], ""skills"": {""tech"": {""python"": 3, ""excel"": 5, ""sql"": 3}, ""soft"": [""throughout"", ""recently""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 1314, ""mother"": 320}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2019}]}","['house', 'true']","[{'type': 'laptop', 'brand': 'HP', 'year': 2023}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]",3.0,5.0,3.0,"['throughout', 'recently']",5.0,1314.0,320.0,Other,,
596,Bobby House,20.0,Male,90.0,,Shannonburgh,,,Data Science,103.0,pending,4.0,average,235.0,2023-02-25 03:31:55,"Apartment 29, Hamiltonville district, Tashkent, UZ, 100697","{""hobbies"": [""point"", ""itself""], ""skills"": {""tech"": {""python"": 1, ""excel"": 4, ""sql"": 2}, ""soft"": [""great"", ""short""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 957, ""mother"": 517}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2024}]}","['point', 'itself']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2019}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2024}]",1.0,4.0,2.0,"['great', 'short']",5.0,957.0,517.0,Tashkent,Hamiltonville,100697
597,,22.0,Female,,+998939556685,Port Frederick,,,Python,,inactive,1.56,,270.0,1974-01-06 00:00:00,UZ 100979 Tashkent Harttown,"{hobbies:['almost', 'rest']}",,,,,,,,,,Tashkent,,100979
598,Jonathan King,20.0,Unknown,,+998242718829,North Andrea,,2017-12-13 00:00:00,Data Science,,active,0.0,average,264.0,,"912 Anderson Island, Lake David","{""hobbies"": [""society"", ""hot""], ""skills"": {""tech"": {""python"": 1, ""excel"": 4, ""sql"": 2}, ""soft"": [""election"", ""job""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 479, ""mother"": 958}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2022}]}","['society', 'hot']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2017}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]",1.0,4.0,2.0,"['election', 'job']",0.0,479.0,958.0,Other,,
599,Eric Medina,,Unknown,,+998835502139,New Zachary,,2016-10-02 00:00:00,Data Science,70.0,active,4.5,good,92.0,2017-08-17 00:00:00,UZ 100418 Tashkent West Jasonberg,"{'hobbies': ['real', 'save'], 'skills': {'tech': {'python': 4, 'excel': 1, 'sql': 4}, 'soft': ['ten', 'skill']}, 'family': {'siblings': 5, 'income': {'father': 334, 'mother': 483}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2018}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]}","['real', 'save']","[{'type': 'laptop', 'brand': 'HP', 'year': 2018}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]",4.0,1.0,4.0,"['ten', 'skill']",5.0,334.0,483.0,Tashkent,,100418
600,Zachary Johnson,18.0,Male,,+998081801870,New Markshire,qrice@hotmail.com,,Other,,active,3.7,average,147.0,,UZ 100915 Tashkent Jamesport,"{hobbies:['happen', 'night']}",,,,,,,,,,Tashkent,,100915
601,Ashley Andrade,21.0,Male,,,Dunnville,,2015-10-20 00:00:00,Python,110.0,active,4.5,excellent,202.0,,"South Kelsey 19-kv, dom 5, Tashkent","{'hobbies': ['military', 'blood'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 3}, 'soft': ['coach', 'response']}, 'family': {'siblings': 3, 'income': {'father': 711, 'mother': 1071}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2020}, {'type': 'phone', 'brand': 'Samsung', 'year': 2020}]}","['military', 'blood']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2020}, {'type': 'phone', 'brand': 'Samsung', 'year': 2020}]",1.0,2.0,3.0,"['coach', 'response']",3.0,711.0,1071.0,Tashkent,,
602,Martha Ruiz,19.0,Unknown,58.0,,West Gregory,kfrancis@gmail.com,1980-02-06 19:22:00,Other,115.0,pending,3.7,average,244.0,,UZ 100884 Tashkent Powellmouth,"{""hobbies"": [""chair"", ""lay""], ""skills"": {""tech"": {""python"": 5, ""excel"": 3, ""sql"": 1}, ""soft"": [""respond"", ""building""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 349, ""mother"": 844}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2019}]}","['chair', 'lay']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2021}, {'type': 'phone', 'brand': 'Samsung', 'year': 2019}]",5.0,3.0,1.0,"['respond', 'building']",1.0,349.0,844.0,Tashkent,,100884
603,Pamela Carr,18.0,Unknown,95.0,+998669766040,Christopherside,lwilliams@gmail.com,1979-12-03 00:00:00,Python,116.0,active,4.5,good,169.0,,"198 Gary Mills Apt. 152, East Joshuatown",INVALID_JSON_DATA,,,,,,,,,,Other,,
604,Mrs. Angela Tyler,21.0,Female,63.0,+998051160378,Morrisontown,,1996-01-11 23:11:17,Data Science,108.0,active,4.5,,251.0,1977-07-29 08:19:13,"8126 Herrera Point Apt. 428, Tuckerside","{""hobbies"": [""else"", ""take""], ""skills"": {""tech"": {""python"": 1, ""excel"": 2, ""sql"": 3}, ""soft"": [""interesting"", ""pay""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 593, ""mother"": 353}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2022}]}","['else', 'take']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2023}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]",1.0,2.0,3.0,"['interesting', 'pay']",3.0,593.0,353.0,Other,,
605,Grant Rowland,19.0,Male,54.0,+998458567180,East Deniseburgh,,1984-04-19 19:46:23,Data Science,110.0,pending,2.81,,107.0,1994-09-04 00:00:00,"Wrightfort 30-kv, dom 45, Tashkent","{'hobbies': ['wide', 'wonder'], 'skills': {'tech': {'python': 5, 'excel': 5, 'sql': 2}, 'soft': ['nor', 'many']}, 'family': {'siblings': 1, 'income': {'father': 1417, 'mother': 526}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2021}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]}","['wide', 'wonder']","[{'type': 'laptop', 'brand': 'HP', 'year': 2021}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]",5.0,5.0,2.0,"['nor', 'many']",1.0,1417.0,526.0,Tashkent,,
606,,19.0,Male,,+998728685308,West Adrianchester,foxmary@martin-palmer.info,1986-09-08 02:58:00,Data Science,110.0,pending,,excellent,148.0,1990-04-22 00:00:00,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""difficult"", ""want""], ""skills"": {""tech"": {""python"": 2, ""excel"": 5, ""sql"": 2}, ""soft"": [""case"", ""fire""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 560, ""mother"": 845}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2024}]}","['difficult', 'want']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2021}, {'type': 'phone', 'brand': 'Apple', 'year': 2024}]",2.0,5.0,2.0,"['case', 'fire']",5.0,560.0,845.0,,,
607,Jason Cherry,18.0,Unknown,,+998770828683,New Angiefort,,2009-09-16 10:18:00,Other,65.0,inactive,3.7,good,94.0,2024-03-09 07:30:51,"Port Tinafurt 28-kv, dom 37, Tashkent","{'hobbies': ['able', 'trip'], 'skills': {'tech': {'python': 4, 'excel': 1, 'sql': 4}, 'soft': ['although', 'less']}, 'family': {'siblings': 2, 'income': {'father': 612, 'mother': 729}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}","['able', 'trip']","[{'type': 'laptop', 'brand': 'HP', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]",4.0,1.0,4.0,"['although', 'less']",2.0,612.0,729.0,Tashkent,,
608,,21.0,Female,,+998771160040,Michaelhaven,,,Data Science,83.0,pending,,,194.0,2022-12-02 00:00:00,"10158 Tiffany Heights Apt. 563, Port Guyfurt","{'hobbies': ['whose', 'message'], 'skills': {'tech': {'python': 3, 'excel': 4, 'sql': 5}, 'soft': ['skin', 'article']}, 'family': {'siblings': 2, 'income': {'father': 1333, 'mother': 623}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2016}, {'type': 'phone', 'brand': 'Apple', 'year': 2020}]}","['whose', 'message']","[{'type': 'laptop', 'brand': 'HP', 'year': 2016}, {'type': 'phone', 'brand': 'Apple', 'year': 2020}]",3.0,4.0,5.0,"['skin', 'article']",2.0,1333.0,623.0,Other,,
609,Nicholas Thompson,20.0,Female,,+998373505086,South Michaelberg,,2010-04-09 00:00:00,Data Science,,active,3.7,good,233.0,1986-09-08 11:26:06,"69161 Newman Summit Suite 430, West Michaelchester","{hobbies:['debate', 'those']}",,,,,,,,,,Other,,
610,,22.0,Female,,,Port Michaeltown,,1989-07-28 00:00:00,Data Science,79.0,pending,4.33,good,79.0,1980-01-12 00:00:00,UZ 100562 Tashkent Evansmouth,INVALID_JSON_DATA,,,,,,,,,,Tashkent,,100562
611,Nicole Peterson,21.0,Female,99.0,,Mooreborough,,1992-01-16 17:45:00,Data Science,110.0,inactive,15.5,,258.0,,"505 Ariana Run, Carrolltown","{'hobbies': ['down', 'technology'], 'skills': {'tech': {'python': 5, 'excel': 3, 'sql': 3}, 'soft': ['central', 'ahead']}, 'family': {'siblings': 5, 'income': {'father': 305, 'mother': 1017}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2020}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]}","['down', 'technology']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2020}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]",5.0,3.0,3.0,"['central', 'ahead']",5.0,305.0,1017.0,Other,,
612,Natalie Brown,20.0,Male,90.0,+998913827703,West Hunter,,1971-08-13 08:06:28,Data Science,72.0,active,0.0,excellent,131.0,2016-04-05 00:00:00,"Port Gary 3-kv, dom 11, Tashkent","{hobbies:['attorney', 'stay']}",,,,,,,,,,Tashkent,,
613,Robert Hubbard,18.0,Female,83.0,,Deannachester,,1970-03-05 16:15:00,Data Science,106.0,active,,average,236.0,,"Port Charlene 26-kv, dom 20, Tashkent","{'hobbies': ['environmental', 'create'], 'skills': {'tech': {'python': 1, 'excel': 5, 'sql': 4}, 'soft': ['American', 'range']}, 'family': {'siblings': 5, 'income': {'father': 743, 'mother': 1191}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2019}, {'type': 'phone', 'brand': 'Apple', 'year': 2020}]}","['environmental', 'create']","[{'type': 'laptop', 'brand': 'HP', 'year': 2019}, {'type': 'phone', 'brand': 'Apple', 'year': 2020}]",1.0,5.0,4.0,"['American', 'range']",5.0,743.0,1191.0,Tashkent,,
614,,22.0,Female,62.0,,South Christian,,,Data Science,,inactive,3.7,excellent,297.0,,"Billyland 10-kv, dom 4, Tashkent","{'hobbies': ['good', 'garden'], 'skills': {'tech': {'python': 5, 'excel': 4, 'sql': 5}, 'soft': ['check', 'rise']}, 'family': {'siblings': 4, 'income': {'father': 694, 'mother': 1296}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2018}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]}","['good', 'garden']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2018}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]",5.0,4.0,5.0,"['check', 'rise']",4.0,694.0,1296.0,Tashkent,,
615,Michelle Chambers,20.0,Female,50.0,,Port Kevinfort,,2014-08-26 22:13:00,Data Science,108.0,pending,-2.0,good,62.0,1973-09-24 00:00:00,UZ 100049 Tashkent Cherylport,"{hobbies:['college', 'public']}",,,,,,,,,,Tashkent,,100049
616,,18.0,Female,90.0,+998289555777,Kimberlyborough,,,Data Science,,active,-2.0,good,125.0,2024-02-05 00:00:00,"08930 Benjamin Lane, North Jade","{'hobbies': ['above', 'summer'], 'skills': {'tech': {'python': 3, 'excel': 2, 'sql': 3}, 'soft': ['bag', 'team']}, 'family': {'siblings': 1, 'income': {'father': 1340, 'mother': 708}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2018}, {'type': 'phone', 'brand': 'Samsung', 'year': 2021}]}","['above', 'summer']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2018}, {'type': 'phone', 'brand': 'Samsung', 'year': 2021}]",3.0,2.0,3.0,"['bag', 'team']",1.0,1340.0,708.0,Other,,
617,Erica Ayala,20.0,Male,63.0,+998806296377,Barkerfurt,,2019-04-18 02:11:00,Data Science,111.0,pending,15.5,,195.0,2008-08-01 14:33:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['investment', 'affect'], 'skills': {'tech': {'python': 5, 'excel': 3, 'sql': 3}, 'soft': ['environment', 'marriage']}, 'family': {'siblings': 5, 'income': {'father': 725, 'mother': 1271}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]}","['investment', 'affect']","[{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]",5.0,3.0,3.0,"['environment', 'marriage']",5.0,725.0,1271.0,,,
618,,18.0,Unknown,90.0,+998807089777,West Robinport,,2017-05-17 00:00:00,Data Science,97.0,active,15.5,average,293.0,1991-04-28 00:00:00,UZ 100277 Tashkent Lake Eric,"{hobbies:['or', 'act']}",,,,,,,,,,Tashkent,,100277
619,,22.0,Unknown,86.0,,East Debrabury,,2018-11-28 00:00:00,Other,89.0,active,15.5,excellent,54.0,2023-04-16 13:30:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['almost', 'situation'], 'skills': {'tech': {'python': 3, 'excel': 3, 'sql': 4}, 'soft': ['executive', 'just']}, 'family': {'siblings': 4, 'income': {'father': 301, 'mother': 1272}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2016}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}","['almost', 'situation']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2016}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]",3.0,3.0,4.0,"['executive', 'just']",4.0,301.0,1272.0,,,
620,Leslie Owens,20.0,Female,,,West Crystal,,1991-11-19 17:07:00,Data Science,74.0,pending,0.0,good,224.0,2003-11-19 00:00:00,UZ 100564 Tashkent Stephaniemouth,"{'hobbies': ['father', 'anything'], 'skills': {'tech': {'python': 1, 'excel': 1, 'sql': 3}, 'soft': ['fight', 'become']}, 'family': {'siblings': 0, 'income': {'father': 802, 'mother': 936}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2021}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}","['father', 'anything']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2021}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]",1.0,1.0,3.0,"['fight', 'become']",0.0,802.0,936.0,Tashkent,,100564
621,,,Male,90.0,+998456549722,Debraburgh,,1995-05-13 00:00:00,Other,107.0,inactive,0.0,excellent,263.0,,"South Carlaville 30-kv, dom 42, Tashkent",INVALID_JSON_DATA,,,,,,,,,,Tashkent,,
622,,20.0,Female,,+998119297938,Port Melinda,,1990-10-06 00:00:00,Data Science,,active,3.7,excellent,130.0,1993-04-16 00:00:00,"064 Flowers Via Suite 056, New Michael","{hobbies:['what', 'soldier']}",,,,,,,,,,Other,,
623,,18.0,Female,,+998983503851,North Adamton,,1982-09-10 00:00:00,Other,,active,15.5,,130.0,,"54503 Weber Islands, West Jennifer","{""hobbies"": [""anyone"", ""whom""], ""skills"": {""tech"": {""python"": 4, ""excel"": 5, ""sql"": 3}, ""soft"": [""far"", ""phone""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 1121, ""mother"": 1265}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2015}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2018}]}","['anyone', 'whom']","[{'type': 'laptop', 'brand': 'HP', 'year': 2015}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]",4.0,5.0,3.0,"['far', 'phone']",2.0,1121.0,1265.0,Other,,
624,,20.0,Female,67.0,+998291317348,West Anthony,djefferson@martinez.biz,,Data Science,,inactive,0.0,,200.0,,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA,,,,,,,,,,,,
625,Mark Stewart,21.0,Unknown,66.0,,Rileyview,,2018-02-05 10:20:00,Other,110.0,inactive,-2.0,excellent,204.0,,"Apartment 50, Saraberg district, Tashkent, UZ, 100802","{'hobbies': ['under', 'participant'], 'skills': {'tech': {'python': 3, 'excel': 1, 'sql': 1}, 'soft': ['share', 'hear']}, 'family': {'siblings': 1, 'income': {'father': 262, 'mother': 1221}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Samsung', 'year': 2020}]}","['under', 'participant']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Samsung', 'year': 2020}]",3.0,1.0,1.0,"['share', 'hear']",1.0,262.0,1221.0,Tashkent,Saraberg,100802
626,Linda Jacobson,22.0,Unknown,,+998729087919,North Matthew,,1977-03-11 00:00:00,Other,,inactive,3.7,excellent,226.0,2020-02-02 04:13:11,"Apartment 36, Campbellshire district, Tashkent, UZ, 100191","{'hobbies': ['eight', 'mission'], 'skills': {'tech': {'python': 5, 'excel': 5, 'sql': 2}, 'soft': ['together', 'do']}, 'family': {'siblings': 3, 'income': {'father': 1088, 'mother': 759}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2018}, {'type': 'phone', 'brand': 'Samsung', 'year': 2023}]}","['eight', 'mission']","[{'type': 'laptop', 'brand': 'HP', 'year': 2018}, {'type': 'phone', 'brand': 'Samsung', 'year': 2023}]",5.0,5.0,2.0,"['together', 'do']",3.0,1088.0,759.0,Tashkent,Campbellshire,100191
627,Anthony Hill,19.0,Male,,,Richardsonton,,1979-01-27 05:19:50,Other,,inactive,15.5,excellent,126.0,1996-12-18 00:00:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['ground', 'rule'], 'skills': {'tech': {'python': 4, 'excel': 1, 'sql': 1}, 'soft': ['meet', 'describe']}, 'family': {'siblings': 1, 'income': {'father': 866, 'mother': 219}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2023}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]}","['ground', 'rule']","[{'type': 'laptop', 'brand': 'HP', 'year': 2023}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]",4.0,1.0,1.0,"['meet', 'describe']",1.0,866.0,219.0,,,
628,Ruben Howard,,Female,,+998489146070,Lake Bruce,,2005-08-30 00:00:00,Data Science,110.0,active,0.0,good,116.0,1976-12-25 00:00:00,"842 Robinson Neck Suite 458, Lewisville","{hobbies:['whatever', 'century']}",,,,,,,,,,Other,,
